LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1766633908.853497,46723.000,5526,1,BV,1,100,3.69
1766633913.853093,51723.000,6350,1,BV,1,100,3.69
1766633918.851689,56722.000,7163,1,BV,1,100,3.68
1766633923.851285,61722.000,7975,1,BV,1,100,3.69
1766633928.849880,66721.000,8802,1,BV,1,100,3.68
1766633933.849476,71721.000,9624,1,BV,1,100,3.68
1766633938.848072,76720.000,10478,1,BV,1,100,3.68
1766633943.847667,81720.000,11307,1,BV,1,100,3.67
1766633948.846263,86719.000,12113,1,BV,1,100,3.67
1766633953.845859,91719.000,12922,1,BV,1,100,3.68
1766633958.844455,96718.000,13737,1,BV,1,100,3.67
1766633963.844050,101718.000,14571,1,BV,1,100,3.67
